timestamp,ecg,bpm_ecg,spo2_est,ir,red,ax,ay,az
2025-11-17 10:51:44.958,45.0,121,,,,185.0,16.0,-177.0
2025-11-17 10:51:45.055,351.0,121,,,,190.0,19.0,-173.0
2025-11-17 10:51:45.118,62.0,121,,,,188.0,17.0,-176.0
2025-11-17 10:51:45.215,336.0,121,,,,184.0,14.0,-180.0
2025-11-17 10:51:45.279,43.0,121,,,,186.0,19.0,-174.0
2025-11-17 10:51:45.375,330.0,121,,,,189.0,16.0,-176.0
2025-11-17 10:51:45.438,18.0,121,,,,188.0,16.0,-177.0
2025-11-17 10:51:45.534,309.0,121,,,,186.0,19.0,-176.0
2025-11-17 10:51:45.597,21.0,121,,,,186.0,15.0,-178.0
2025-11-17 10:51:45.693,310.0,121,,,,187.0,15.0,-178.0
2025-11-17 10:51:45.757,0.0,121,,,,188.0,18.0,-175.0
2025-11-17 10:51:45.852,0.0,121,,,,180.0,24.0,-184.0
2025-11-17 10:51:45.916,0.0,121,,,,192.0,8.0,-162.0
2025-11-17 10:51:45.996,0.0,121,,,,184.0,28.0,-184.0
2025-11-17 10:51:46.090,0.0,121,2,,,191.0,8.0,-173.0
2025-11-17 10:51:46.184,0.0,121,12,,,183.0,25.0,-178.0
2025-11-17 10:51:46.248,0.0,121,21,,,188.0,12.0,-174.0
2025-11-17 10:51:46.344,0.0,121,23,,,188.0,21.0,-178.0
2025-11-17 10:51:46.408,0.0,121,26,,,187.0,17.0,-174.0
2025-11-17 10:51:46.504,0.0,121,26,,,185.0,15.0,-177.0
2025-11-17 10:51:46.567,0.0,121,25,,,187.0,17.0,-177.0
2025-11-17 10:51:46.661,0.0,121,25,,,187.0,16.0,-175.0
2025-11-17 10:51:46.725,157.0,121,25,,,184.0,19.0,-178.0
2025-11-17 10:51:46.820,0.0,121,25,,,188.0,17.0,-176.0
2025-11-17 10:51:46.883,0.0,121,24,,,187.0,17.0,-178.0
2025-11-17 10:51:46.980,0.0,121,23,,,187.0,17.0,-174.0
2025-11-17 10:51:47.044,0.0,121,23,,,188.0,18.0,-177.0
2025-11-17 10:51:47.140,0.0,121,23,,,187.0,16.0,-176.0
2025-11-17 10:51:47.203,226.0,121,25,,,189.0,19.0,-174.0
2025-11-17 10:51:47.299,304.0,121,25,,,185.0,16.0,-178.0
2025-11-17 10:51:47.364,595.0,121,24,,,184.0,15.0,-179.0
2025-11-17 10:51:47.459,207.0,121,25,,,187.0,21.0,-176.0
2025-11-17 10:51:47.523,683.0,121,24,,,191.0,14.0,-172.0
2025-11-17 10:51:47.618,240.0,121,26,,,192.0,32.0,-175.0
2025-11-17 10:51:47.682,688.0,121,26,,,195.0,26.0,-167.0
2025-11-17 10:51:47.762,208.0,121,26,,,192.0,23.0,-178.0
2025-11-17 10:51:47.858,669.0,121,26,,,181.0,8.0,-181.0
2025-11-17 10:51:47.921,210.0,121,26,,,182.0,19.0,-180.0
2025-11-17 10:51:48.017,637.0,121,26,,,191.0,18.0,-171.0
2025-11-17 10:51:48.079,161.0,121,26,,,191.0,25.0,-174.0
2025-11-17 10:51:48.175,553.0,121,26,,,186.0,14.0,-177.0
2025-11-17 10:51:48.237,0.0,121,26,,,184.0,18.0,-180.0
2025-11-17 10:51:48.333,234.0,121,26,,,189.0,19.0,-175.0
2025-11-17 10:51:48.397,0.0,121,26,,,185.0,17.0,-179.0
2025-11-17 10:51:48.493,145.0,121,26,,,193.0,21.0,-172.0
2025-11-17 10:51:48.556,0.0,121,26,,,186.0,15.0,-174.0
2025-11-17 10:51:48.651,78.0,121,26,,,185.0,19.0,-180.0
2025-11-17 10:51:48.714,0.0,121,26,,,186.0,15.0,-177.0
2025-11-17 10:51:48.809,0.0,121,26,,,185.0,16.0,-176.0
2025-11-17 10:51:48.874,0.0,121,26,,,187.0,18.0,-175.0
2025-11-17 10:51:48.969,0.0,121,26,,,187.0,15.0,-177.0
2025-11-17 10:51:49.034,0.0,121,26,,,185.0,17.0,-177.0
2025-11-17 10:51:49.130,0.0,121,26,,,187.0,18.0,-175.0
2025-11-17 10:51:49.224,0.0,121,26,,,187.0,14.0,-178.0
2025-11-17 10:51:49.288,0.0,121,25,,,188.0,18.0,-177.0
2025-11-17 10:51:49.384,0.0,121,24,,,186.0,15.0,-179.0
2025-11-17 10:51:49.447,167.0,121,24,,,184.0,17.0,-176.0
2025-11-17 10:51:49.542,0.0,121,24,,,186.0,17.0,-177.0
2025-11-17 10:51:49.623,353.0,121,23,,,188.0,19.0,-175.0
2025-11-17 10:51:49.686,14.0,121,24,,,185.0,18.0,-177.0
2025-11-17 10:51:49.783,467.0,121,25,,,187.0,15.0,-175.0
2025-11-17 10:51:49.846,112.0,121,25,,,186.0,17.0,-179.0
2025-11-17 10:51:49.941,490.0,121,25,,,187.0,17.0,-177.0
2025-11-17 10:51:50.005,121.0,121,25,,,185.0,16.0,-178.0
2025-11-17 10:51:50.102,525.0,121,25,,,186.0,17.0,-177.0
2025-11-17 10:51:50.165,133.0,121,24,,,187.0,16.0,-178.0
2025-11-17 10:51:50.262,495.0,121,16,,,186.0,17.0,-175.0
2025-11-17 10:51:50.325,117.0,121,23,,,193.0,19.0,-168.0
2025-11-17 10:51:50.419,473.0,121,23,,,189.0,20.0,-172.0
2025-11-17 10:51:50.482,115.0,121,25,,,182.0,13.0,-183.0
2025-11-17 10:51:50.579,487.0,121,25,,,183.0,14.0,-181.0
2025-11-17 10:51:50.642,336.0,121,25,,,188.0,20.0,-173.0
2025-11-17 10:51:50.738,682.0,121,25,,,186.0,17.0,-177.0
2025-11-17 10:51:50.802,107.0,121,25,,,186.0,16.0,-179.0
2025-11-17 10:51:50.899,479.0,121,25,,,185.0,17.0,-178.0
2025-11-17 10:51:50.962,114.0,121,25,,,187.0,18.0,-175.0
2025-11-17 10:51:51.058,503.0,121,25,,,188.0,18.0,-176.0
2025-11-17 10:51:51.121,134.0,121,25,,,185.0,15.0,-176.0
2025-11-17 10:51:51.215,477.0,121,25,,,185.0,18.0,-178.0
2025-11-17 10:51:51.279,122.0,121,23,,,188.0,17.0,-177.0
2025-11-17 10:51:51.375,496.0,121,9,,,184.0,18.0,-176.0
2025-11-17 10:51:51.438,124.0,121,10,,,186.0,17.0,-177.0
2025-11-17 10:51:51.534,491.0,121,9,,,186.0,15.0,-177.0
2025-11-17 10:51:51.598,101.0,121,25,,,186.0,14.0,-178.0
2025-11-17 10:51:51.694,666.0,121,25,,,186.0,17.0,-177.0
2025-11-17 10:51:51.758,1279.0,121,25,,,187.0,17.0,-178.0
2025-11-17 10:51:51.854,145.0,121,18,,,216.0,144.0,-122.0
2025-11-17 10:51:51.934,901.0,121,,,,204.0,30.0,-185.0
2025-11-17 10:51:51.998,0.0,121,,,,171.0,18.0,-189.0
2025-11-17 10:51:52.095,424.0,121,,,,91.0,-8.0,-193.0
2025-11-17 10:51:52.158,0.0,121,,,,300.0,48.0,-214.0
2025-11-17 10:51:52.254,16.0,121,,,,55.0,34.0,-202.0
2025-11-17 10:51:52.317,0.0,121,,,,188.0,-23.0,-154.0
2025-11-17 10:51:52.412,355.0,121,,,,199.0,64.0,-228.0
2025-11-17 10:51:52.476,0.0,121,,,,146.0,-12.0,-145.0
2025-11-17 10:51:52.573,177.0,121,,,,169.0,47.0,-212.0
2025-11-17 10:51:52.667,0.0,121,,,,155.0,-13.0,-179.0
2025-11-17 10:51:52.747,208.0,121,,,,143.0,23.0,-216.0
2025-11-17 10:51:52.810,0.0,121,,,,147.0,2.0,-188.0
2025-11-17 10:51:52.874,226.0,121,,,,179.0,19.0,-208.0
2025-11-17 10:51:52.970,0.0,121,,,,145.0,7.0,-207.0
2025-11-17 10:51:53.065,267.0,121,,,,117.0,8.0,-171.0
2025-11-17 10:51:53.128,0.0,121,,,,177.0,14.0,-221.0
2025-11-17 10:51:53.224,390.0,121,,,,174.0,9.0,-200.0
2025-11-17 10:51:53.287,0.0,121,,,,149.0,-6.0,-192.0
2025-11-17 10:51:53.383,569.0,121,,,,146.0,32.0,-175.0
2025-11-17 10:51:53.447,0.0,121,,,,150.0,12.0,-206.0
2025-11-17 10:51:53.542,705.0,121,,,,202.0,-2.0,-212.0
2025-11-17 10:51:53.606,0.0,121,,,,157.0,54.0,-189.0
2025-11-17 10:51:53.702,773.0,121,,,,159.0,5.0,-174.0
2025-11-17 10:51:53.766,0.0,121,,,,186.0,16.0,-203.0
2025-11-17 10:51:53.862,832.0,121,,,,163.0,21.0,-191.0
2025-11-17 10:51:53.923,0.0,121,,,,169.0,-3.0,-190.0
2025-11-17 10:51:54.019,1195.0,121,,,,185.0,20.0,-191.0
2025-11-17 10:51:54.083,0.0,121,,,,88.0,-18.0,-202.0
2025-11-17 10:51:54.376,1522.0,121,,,,511.0,283.0,8.0
2025-11-17 10:51:54.377,733.0,121,,,,150.0,84.0,-231.0
2025-11-17 10:51:54.378,1632.0,121,,,,133.0,43.0,-198.0
2025-11-17 10:51:54.455,881.0,121,,,,230.0,-33.0,-132.0
